ＥＤＩＮＥＴコード,提出者名,提出者業種,提出者法人番号
E04290,安田倉庫株式会社,倉庫・運輸関連,6010401029771
E04291,株式会社ヤマタネ,卸売業,2010601007242
E04293,ケイヒン株式会社,倉庫・運輸関連,4010401009239
E04294,株式会社杉村倉庫,倉庫・運輸関連,4120001029155
E04296,丸八倉庫株式会社,倉庫・運輸関連,2010601006194
E04304,株式会社中央倉庫,倉庫・運輸関連,4130001018066
E04317,川西倉庫株式会社,倉庫・運輸関連,9140001012831
E04321,東洋埠頭株式会社,倉庫・運輸関連,7010001034865
E04322,櫻島埠頭株式会社,倉庫・運輸関連,8120001026363
E04323,アサガミ株式会社,倉庫・運輸関連,2010001035562
E04324,山九株式会社,陸運業,7290801005328
E04326,株式会社リンコーコーポレーション,倉庫・運輸関連,3110001005876
E04327,日本石油輸送株式会社,陸運業,3010701012439
E04328,名港海運株式会社,倉庫・運輸関連,6180001007509
E04329,東海運株式会社,倉庫・運輸関連,4010001035123
E04330,伊勢湾海運株式会社,倉庫・運輸関連,3180001006050
E04331,三愛オブリ株式会社,卸売業,2010701003604
E04334,福山通運株式会社,陸運業,1240001032736
E04336,東京汽船株式会社,倉庫・運輸関連,7020001027926
E04337,鈴与シンワート株式会社,倉庫・運輸関連,3010401014925
E04339,伏木海陸運送株式会社,倉庫・運輸関連,4230001010772
E04341,鴻池運輸株式会社,陸運業,5120001079182
E04342,兵機海運株式会社,倉庫・運輸関連,6140001010417
E04345,株式会社上組,倉庫・運輸関連,6140001006951
E04346,トレーディア株式会社,倉庫・運輸関連,3140001009726
E04348,ＫＮＴ－ＣＴホールディングス株式会社,サービス業,6010001008671
E04353,株式会社サンリツ,倉庫・運輸関連,5010401011846
E04354,タカセ株式会社,陸運業,3010401058435
E04356,大東港運株式会社,倉庫・運輸関連,8010401016578
E04357,キムラユニティー株式会社,倉庫・運輸関連,3180001035446
E04358,株式会社エイチ・アイ・エス,サービス業,6011101002696
E04365,株式会社ユーラシア旅行社,サービス業,1010001031554
E04369,株式会社エーアイテイー,倉庫・運輸関連,3120001075217
E04375,株式会社ＴＢＳホールディングス,情報・通信業,5010401020855
E04376,中部日本放送株式会社,情報・通信業,7180001038107
E04380,朝日放送グループホールディングス株式会社,情報・通信業,7120001060033
E04382,株式会社ＲＫＢ毎日ホールディングス,情報・通信業,5290001004941
E04399,株式会社ＢＳＮメディアホールディングス,情報・通信業,5110001004521
E04410,日本テレビホールディングス株式会社,情報・通信業,1010401051458
E04414,株式会社テレビ朝日ホールディングス,情報・通信業,1010401015636
E04425,ＫＤＤＩ株式会社,情報・通信業,9011101031552
E04426,ソフトバンク株式会社,情報・通信業,9010401052465
E04427,株式会社ＷＯＷＯＷ,情報・通信業,7010401022214
E04430,ＮＴＴ株式会社,情報・通信業,7010001065142
E04460,沖縄セルラー電話株式会社,情報・通信業,5360001000413
E04462,株式会社フジ・メディア・ホールディングス,情報・通信業,1010401032433
E04473,日本通信株式会社,情報・通信業,4010701007776
E04476,株式会社フォーバルテレコム,情報・通信業,8010001077624
E04478,スペースシャワーＳＫＩＹＡＫＩホールディングス株式会社,情報・通信業,1010401015149
E04496,株式会社朝日ネット,情報・通信業,9010001035779
E04497,スカパーＪＳＡＴ株式会社,情報・通信業,5010401077210
E04498,東京電力ホールディングス株式会社,電気・ガス業,1010001008825
E04499,関西電力株式会社,電気・ガス業,3120001059632
E04500,北海道電力株式会社,電気・ガス業,4430001022351
E04501,東北電力株式会社,電気・ガス業,4370001011311
E04502,中部電力株式会社,電気・ガス業,3180001017428
E04503,北陸電力株式会社,電気・ガス業,7230001003022
E04504,中国電力株式会社,電気・ガス業,4240001006753
E04505,四国電力株式会社,電気・ガス業,9470001001933
E04506,九州電力株式会社,電気・ガス業,4290001007004
E04509,沖縄電力株式会社,電気・ガス業,3360001008565
E04510,電源開発株式会社,電気・ガス業,6010001050764
E04511,北海道瓦斯株式会社,電気・ガス業,5430001021815
E04514,東京瓦斯株式会社,電気・ガス業,6010401020516
E04515,京葉瓦斯株式会社,電気・ガス業,8040001026108
E04516,静岡ガス株式会社,電気・ガス業,4080001002686
E04517,東邦瓦斯株式会社,電気・ガス業,2180001022387
E04519,北陸瓦斯株式会社,電気・ガス業,5110001004983
E04520,大阪瓦斯株式会社,電気・ガス業,3120001077601
E04521,広島ガス株式会社,電気・ガス業,2240001009205
E04523,西部ガスホールディングス株式会社,電気・ガス業,6290001014048
E04535,株式会社東京會舘,サービス業,5010001008821
E04538,株式会社アゴーラホスピタリティーグループ,サービス業,5010401020095
E04539,株式会社帝国ホテル,サービス業,8010001008711
E04540,株式会社ロイヤルホテル,サービス業,2120001072198
E04550,株式会社京都ホテル,サービス業,6130001023386
E04560,藤田観光株式会社,サービス業,6010001100247
E04566,株式会社ホテル、ニューグランド,サービス業,7020001028858
E04582,松竹株式会社,情報・通信業,6010001034809
E04583,東宝株式会社,情報・通信業,3010001008708
E04585,東映株式会社,情報・通信業,6010001034866
E04589,東京テアトル株式会社,サービス業,3010001035000
E04591,武蔵野興業株式会社,サービス業,8011101042749
E04592,株式会社きんえい,サービス業,1120001005118
E04596,中日本興業株式会社,サービス業,9180001031919
E04599,スバル興業株式会社,サービス業,3010001008699
E04603,東京都競馬株式会社,サービス業,9010001034995
E04606,株式会社歌舞伎座,サービス業,1010001034763
E04609,株式会社御園座,サービス業,5180001041087
E04691,ホウライ株式会社,サービス業,9010001108279
E04693,グリーンランドリゾート株式会社,サービス業,3330001011679
E04704,ＳＤエンターテイメント株式会社,サービス業,6430001008290
E04707,株式会社オリエンタルランド,サービス業,3040001029379
E04710,株式会社ラウンドワン,サービス業,7120101008007
E04727,株式会社　極楽湯ホールディングス,サービス業,5010001063544
E04751,株式会社コシダカホールディングス,サービス業,7070001003674
E04754,株式会社白洋舍,サービス業,4011001018621
E04760,株式会社電通グループ,サービス業,4010401048922
E04762,オリックス株式会社,その他金融業,8010401006942
E04764,株式会社オオバ,サービス業,9013201001170
E04768,株式会社ジャックス,その他金融業,2440001001001
E04773,セコム株式会社,サービス業,6011001035920
E04775,株式会社オリエントコーポレーション,その他金融業,9010001070784
E04777,丸建リース株式会社,卸売業,1010401028415
E04783,ロイヤルホールディングス株式会社,小売業,2290001017525
E04784,株式会社東天紅,小売業,5010501016225
E04788,三菱ＨＣキャピタル株式会社,その他金融業,4010001049866
E04795,いであ株式会社,サービス業,7010901005494
E04796,株式会社学究社,サービス業,6012401003599
E04799,セントラル警備保障株式会社,サービス業,9011101011216
E04800,東海リース株式会社,サービス業,7120001067607
E04801,中道リース株式会社,その他金融業,1430001024094
E04803,株式会社アイネス,情報・通信業,2020001030067
E04804,株式会社メイテックグループホールディングス,サービス業,1180001027412
E04806,ジャフコ　グループ株式会社,証券、商品先物取引業,9010001019930
E04807,株式会社　ＴＫＣ,情報・通信業,5060001002844
E04815,アイエックス・ナレッジ株式会社,情報・通信業,5010401047403
E04816,応用地質株式会社,サービス業,2010001034531
E04817,株式会社船井総研ホールディングス,サービス業,1120001069955
E04821,株式会社九州リースサービス,その他金融業,2290001012609
E04822,株式会社ＮＳＤ,情報・通信業,1011101046616
E04823,株式会社　進学会ホールディングス,サービス業,5430001007277
E04824,株式会社ナガセ,サービス業,9012401011590
E04826,株式会社トーカイ,サービス業,8200001003544
E04835,株式会社乃村工藝社,サービス業,4010401023652
E04837,トランス・コスモス株式会社,サービス業,3011001041302
E04841,ＮＣＳ＆Ａ株式会社,情報・通信業,8120001072787
E04846,株式会社アイ・エス・ビー,情報・通信業,4010701000269
E04848,ニシオホールディングス株式会社,サービス業,8120001086432
E04849,株式会社クレオ,情報・通信業,7010401008436
E04853,株式会社シーイーシー,情報・通信業,9021001026338
E04855,株式会社両毛システムズ,情報・通信業,2070001016771
E04856,株式会社ＫＳＫ,情報・通信業,1013401001845
E04857,東洋テック株式会社,サービス業,8120001039200
E04858,ＫＹＣＯＭホールディングス株式会社,情報・通信業,8210001001027
E04859,株式会社スクウェア・エニックス・ホールディングス,情報・通信業,5011001027704
E04861,株式会社ＤＴＳ,情報・通信業,9010401018458
E04862,株式会社カナモト,サービス業,8430001003991
E04867,株式会社ナガワ,サービス業,7430001056297
E04869,株式会社ビジネスブレイン太田昭和,情報・通信業,3010401088688
E04873,日本プロセス株式会社,情報・通信業,2010401055029
E04877,株式会社ミロク情報サービス,情報・通信業,4011101020774
E04878,株式会社ソラスト,サービス業,3010001032864
E04884,株式会社協和コンサルタンツ,サービス業,2011001006553
E04887,株式会社タナベコンサルティンググループ,サービス業,3120001133750
E04889,株式会社セゾンテクノロジー,情報・通信業,7013301005882
E04890,三協フロンテア株式会社,サービス業,8040001065642
E04894,ピー・シー・エー株式会社,情報・通信業,4010001027327
E04895,燦ホールディングス株式会社,サービス業,6120001079074
E04896,株式会社アインホールディングス,小売業,1430001020787
E04899,株式会社セレスポ,サービス業,9013301006441
E04902,株式会社スペース,サービス業,7010001047784
E04903,株式会社建設技術研究所,サービス業,7010001042703
E04904,株式会社イチネンホールディングス,サービス業,9120001053828
E04908,株式会社共立メンテナンス,サービス業,1010001014427
E04912,イオンフィナンシャルサービス株式会社,その他金融業,2010001010887
E04914,株式会社ラックランド,サービス業,6011101022356
E04916,ウィルソン・ラーニング　ワールドワイド株式会社,サービス業,5010401089759
E04920,旭情報サービス株式会社,情報・通信業,7010001035087
E04925,株式会社ステップ,サービス業,7021001001169
E04926,株式会社ダスキン,サービス業,3120901007178
E04931,株式会社ダイセキ,サービス業,6180001006700
E04932,株式会社ビケンテクノ,サービス業,5120901008067
E04933,福井コンピュータホールディングス株式会社,情報・通信業,8210001002891
E04934,株式会社ナック,サービス業,9011101015480
E04940,株式会社ディーエムエス,サービス業,5010001023358
E04941,株式会社昴,サービス業,7340001002293
E04944,株式会社ハリマビステム,サービス業,6020001024214
E04946,リコーリース株式会社,その他金融業,7010601037788
E04948,株式会社光通信,情報・通信業,9013301019047
E04952,ＮＳＷ株式会社,情報・通信業,1011001017717
E04954,株式会社アルプス技研,サービス業,5020001090389
E04955,オリジナル設計株式会社,サービス業,8011001065098
E04958,株式会社市進ホールディングス,サービス業,2040001025619
E04959,イマジニア株式会社,情報・通信業,4011101002161
E04960,株式会社プラザホールディングス,サービス業,5010001028349
E04964,株式会社サニックスホールディングス,サービス業,6290001001327
E04972,株式会社環境管理センター,サービス業,7013401000164
E04973,日本空調サービス株式会社,サービス業,6180001002699
E04975,株式会社エイジス,サービス業,3040001008325
E04976,株式会社フォーカスシステムズ,情報・通信業,1010701008901
E04978,株式会社アール・エス・シー,サービス業,8013301006491
E04979,パーク二四株式会社（定款上の商号　パーク２４株式会社）,不動産業,6010001115658
E04980,アイサンテクノロジー株式会社,情報・通信業,5180001049428
E04981,株式会社明光ネットワークジャパン,サービス業,5011101055381
E04982,株式会社ファルコホールディングス,サービス業,1130001007154
E04987,川崎地質株式会社,サービス業,7010401037591
E04988,株式会社クレスコ,情報・通信業,7010401008700
E04990,株式会社　田　谷,サービス業,7011001013925
E04991,株式会社　秀英予備校,サービス業,3080001002092
E04995,株式会社菱友システムズ,情報・通信業,3010401031664
E04996,株式会社ジャストシステム,情報・通信業,7480001000861
E04997,ＴＤＣソフト株式会社,情報・通信業,8011001014542
E04999,トレンドマイクロ株式会社,情報・通信業,9011001030704
E05000,ＬＩＮＥヤフー株式会社,情報・通信業,4010401039979
E05001,日本パレットプール株式会社,サービス業,4120001072956
E05011,株式会社クリップコーポレーション,サービス業,7180001005767
E05015,株式会社キタック,サービス業,2110001001637
E05017,株式会社ＩＤホールディングス,情報・通信業,7010001011096
E05018,株式会社アルゴグラフィックス,情報・通信業,7010001062783
E05020,株式会社ＫｅｙＨｏｌｄｅｒ,サービス業,1010001110481
E05024,株式会社　リソー教育グループ,サービス業,2013301009186
E05025,株式会社オービック,情報・通信業,8010001039574
E05027,日本オラクル株式会社,情報・通信業,4010401078085
E05028,株式会社早稲田アカデミー,サービス業,7013301012607
E05029,株式会社アルファシステムズ,情報・通信業,7011001001789
E05030,株式会社城南進学研究社,サービス業,8020001073184
E05033,フューチャー株式会社,情報・通信業,6010701018466
E05036,株式会社ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信業,1010001019335
E05041,ＧＭＯインターネットグループ株式会社,情報・通信業,6011001029526
E05042,株式会社トーセ,情報・通信業,2130001030304
E05045,株式会社ユー・エス・エス,サービス業,3180001094608
E05047,株式会社リログループ,サービス業,9011101016891
E05048,株式会社オービックビジネスコンサルタント,情報・通信業,6011101003926
E05049,株式会社エムティーアイ,情報・通信業,6011101023123
E05053,株式会社京進,サービス業,1130001017021
E05054,日本ラッド株式会社,情報・通信業,8010401094657
E05055,株式会社エム・エイチ・グループ,サービス業,1011001062515
E05056,株式会社ビー・エム・エル,サービス業,7011001019237
E05062,株式会社野村総合研究所,情報・通信業,4010001054032
E05065,株式会社ニットー,建設業,1180001013107
E05066,株式会社東計電算,情報・通信業,4020001069830
E05070,株式会社ダイサン,サービス業,8120001083116
E05072,株式会社サイバーエージェント,サービス業,4011001034156
E05073,株式会社トスネット,サービス業,3370001005710
E05075,株式会社　昭和システムエンジニアリング,情報・通信業,3010001045552
E05080,楽天グループ株式会社,サービス業,9010701020592
E05083,株式会社アルファ,サービス業,6260001000380
E05088,株式会社ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,情報・通信業,6010401036776
E05090,株式会社さくらケーシーエス,情報・通信業,3140001007886
E05091,株式会社エックスネット,情報・通信業,1011101049890
E05096,株式会社クリーク・アンド・リバー社,サービス業,1010001101101
E05097,ＳＢＩグローバルアセットマネジメント株式会社,サービス業,9010401049949
E05098,株式会社ピーエイ,サービス業,4010001133026
E05099,株式会社　大塚商会,情報・通信業,1010001012983
E05100,株式会社テー・オー・ダブリュー,サービス業,3010401029287
E05101,株式会社ＩＣ,情報・通信業,3010701001012
E05107,株式会社エフアンドエム,サービス業,9120901005589
E05112,株式会社ベクターホールディングス,小売業,7011101035588
E05114,株式会社ガーラ,情報・通信業,8011001026934
E05116,サイボウズ株式会社,情報・通信業,5010001072207
E05120,ＮＣＤ株式会社,情報・通信業,2010701007869
E05123,ＧＭＯインターネット株式会社,サービス業,1011001032872
E05135,山田コンサルティンググループ株式会社,サービス業,8010001136859
E05137,株式会社トーシンホールディングス,情報・通信業,3180001020233
E05143,オリコン株式会社,情報・通信業,5010401038988
E05145,セントラルスポーツ株式会社,サービス業,5010001048124
E05147,株式会社電通総研,情報・通信業,7010401053829
E05149,バリューコマース株式会社,サービス業,1010401062075
E05151,ネクストウェア株式会社,情報・通信業,3120001086949
E05153,株式会社メンバーズ,サービス業,7010701022764
E05155,株式会社イーエムシステムズ（商号　株式会社ＥＭシステムズ）,情報・通信業,8120001053779
E05156,株式会社デジタルガレージ,情報・通信業,5011001014966
E05159,ＳＢＩホールディングス株式会社,証券、商品先物取引業,6010401045208
E05162,株式会社ウェザーニューズ,情報・通信業,6010401003504
E05163,株式会社ＣＩＪ,情報・通信業,1020001015606
E05167,ビジネスエンジニアリング株式会社,情報・通信業,9010001101119
E05168,株式会社ＡＣＣＥＳＳ,情報・通信業,5010001009662
E05169,日本エンタープライズ株式会社,情報・通信業,3011001033976
E05173,ＪＦＥシステムズ株式会社,情報・通信業,4010601033105
E05175,株式会社Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,2020001028342
E05176,キャリアバンク株式会社,サービス業,7430001004883
E05181,株式会社サカイホールディングス,情報・通信業,4180001034595
E05182,株式会社フルキャストホールディングス,サービス業,7010701024604
E05183,株式会社トライアイズ,サービス業,6010001124460
E05187,株式会社スカラ,情報・通信業,4011001027663
E05191,株式会社インテリジェント　ウェイブ,情報・通信業,4010001091991
E05192,エン株式会社,サービス業,1011101029018
E05198,株式会社　ソルクシーズ,情報・通信業,2010401068617
E05199,株式会社ＣＬホールディングス,サービス業,1011001025439
E05201,株式会社アズジェント,情報・通信業,7010001035673
E05204,株式会社ジャストプランニング,情報・通信業,7010801005818
E05205,株式会社プレステージ・インターナショナル,サービス業,1010001089262
E05206,株式会社セプテーニ・ホールディングス,サービス業,6011101024311
E05211,株式会社Ｊストリーム,情報・通信業,4010401089388
E05215,株式会社ハイマックス,情報・通信業,6020001028371
E05219,株式会社アミューズ,サービス業,5011001029386
E05221,株式会社ドリームインキュベータ,サービス業,6010001141902
E05228,株式会社ビーマップ,情報・通信業,2010001094575
E05230,株式会社レイ,サービス業,6010401031785
E05232,株式会社クイック,サービス業,9120001063067
E05233,株式会社ＣＥホールディングス,情報・通信業,8430001003331
E05236,日本システム技術株式会社,情報・通信業,3120001072817
E05238,株式会社センチュリー２１・ジャパン,不動産業,4010401015815
E05239,株式会社インテージホールディングス,情報・通信業,7010001101459
E05241,株式会社ジェイホールディングス,卸売業,2010401083302
E05242,スパークス・グループ株式会社,証券、商品先物取引業,4010701012248
E05248,株式会社テイクアンドギヴ・ニーズ,サービス業,9010701022696
E05252,株式会社東邦システムサイエンス,情報・通信業,5010001005331
E05254,株式会社ユークス,情報・通信業,6120101007645
E05255,ＩＰＳホールディングス株式会社,情報・通信業,3140001005782
E05262,西菱電機株式会社,サービス業,1140001078509
E05264,株式会社イオンファンタジー,サービス業,6040001000485
E05267,株式会社シーティーエス,サービス業,7100001009957
E05268,株式会社ＮＥＸＹＺ．Ｇｒｏｕｐ,サービス業,1011001017948
E05269,ブロードメディア株式会社,サービス業,2010401054419
E05274,株式会社　メディカルシステムネットワーク,小売業,6430001025872
E05275,株式会社山田再生系債権回収総合事務所,サービス業,8020001016168
E05278,株式会社きょくとう,サービス業,7290001012793
E05282,応用技術株式会社,情報・通信業,9120001121031
E05283,株式会社システナ,情報・通信業,6010401088867
E05286,株式会社学情,サービス業,3120001047728
E05288,株式会社ＣＳＳホールディングス,サービス業,2010001072812
E05289,株式会社ドーン,情報・通信業,9140001018622
E05291,株式会社クロスキャット,情報・通信業,5010701002818
E05293,株式会社エプコ,サービス業,4011801000662
E05297,株式会社ソフトフロントホールディングス,情報・通信業,4430001024067
E05299,株式会社ＮＪＳ,サービス業,6011101045308
E05301,アンジェス株式会社,医薬品,6120901013446
E05302,株式会社ｆｏｎｆｕｎ,情報・通信業,6011301016389
E05303,デジタルアーツ株式会社,情報・通信業,3010001096117
E05304,日鉄ソリューションズ株式会社,情報・通信業,9010001045803
E05306,株式会社ＪＰホールディングス,サービス業,2180001043359
E05307,株式会社東北新社,情報・通信業,3010401015790
E05308,株式会社フォーサイド,情報・通信業,9290001059247
E05309,ＡＬＳＯＫ株式会社,サービス業,3010401016070
E05310,株式会社クエスト,情報・通信業,8010401008344
E05312,株式会社キューブシステム,情報・通信業,4010701002678
E05313,株式会社毎日コムネット,不動産業,4010001002115
E05314,いちご株式会社,サービス業,1010001068118
E05315,クオンタムソリューションズ株式会社,情報・通信業,2011101046458
E05316,株式会社アルバイトタイムス,サービス業,8010001084372
E05317,株式会社トランスジェニックグループ,サービス業,9330001006698
E05319,平安レイサービス株式会社,サービス業,4021001037562
E05320,株式会社クシム,情報・通信業,9010001041967
E05322,株式会社エヌアイデイ,情報・通信業,8040001063472
E05324,株式会社ＡＳＪ,情報・通信業,2030001073593
E05325,ビジネス・ワンホールディングス株式会社,不動産業,7290001032412
E05326,シンクレイヤ株式会社,建設業,3180001033524
E05327,日本駐車場開発株式会社,不動産業,8120001093305
E05328,株式会社ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,7290801010765
E05331,株式会社ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,情報・通信業,7010701017566
E05332,株式会社コア,情報・通信業,4010901003823
E05336,ジョルダン株式会社,情報・通信業,2011101009695
E05340,株式会社情報企画,情報・通信業,9120001043911
E05346,東京センチュリー株式会社,その他金融業,6010401015821
E05348,ＡＩストーム株式会社,情報・通信業,9013201016466
E05350,株式会社カカクコム,サービス業,9011001065997
E05351,株式会社メディネット,サービス業,1020001039274
E05353,株式会社ケア２１,サービス業,5120001101680
E05356,ギグワークス株式会社,サービス業,5011101030772
E05360,日本ファルコム株式会社,情報・通信業,2012801004044
E05361,株式会社ルネサンス,サービス業,3010601020797
E05363,オンコセラピー・サイエンス株式会社,医薬品,1020001077150
E05367,株式会社総医研ホールディングス,サービス業,4120901026508
E05368,ディップ株式会社,サービス業,6010401050785
E05369,株式会社アプリックス,情報・通信業,6011101001194
E05376,株式会社ソフトウェア・サービス,情報・通信業,4120001103331
E05377,明豊ファシリティワークス株式会社,建設業,7010001072436
E05378,株式会社プラネット,サービス業,5010401026654
E05379,ファーマライズホールディングス株式会社,サービス業,5011201003645
E05381,株式会社日本ケアサプライ,サービス業,3010401035013
E05385,株式会社新日本科学,サービス業,9340001000031
E05395,株式会社フォーシーズＨＤ,小売業,7290001032701
E05400,株式会社セック,情報・通信業,1010901026918
E05401,コムシード株式会社,情報・通信業,5010001094481
E05407,株式会社青山財産ネットワークス,不動産業,4010401087540
E05409,株式会社鉄人化ホールディングス,サービス業,5013201010877
E05410,株式会社博報堂ＤＹホールディングス,サービス業,4010401051711
E05411,株式会社ツカダ・グローバルホールディング,サービス業,2011001035049
E05413,サイオス株式会社,情報・通信業,2010401067057
E05414,パラカ株式会社,不動産業,8010401043696
E05416,株式会社ＫＧ情報,サービス業,8470001001397
E05417,ゲンダイエージェンシー株式会社,情報・通信業,8010101001161
E05419,株式会社キャリアデザインセンター,サービス業,8010401008039
E05424,株式会社インタートレード,情報・通信業,3010001080186
E05425,エムスリー株式会社,サービス業,1010401063016
E05426,みずほリース株式会社,その他金融業,3010401094447
E05428,ヒューマンホールディングス株式会社,サービス業,2011101033968
E05432,株式会社フライトソリューションズ,情報・通信業,5011001032786
E05438,芙蓉総合リース株式会社,その他金融業,3010001028689
E05440,株式会社ケアサービス,サービス業,8010801003671
E05443,株式会社ＡＤＲ１２０Ｓ,情報・通信業,5011101038048
E05445,株式会社テクノマセマティカル,情報・通信業,6010701012444
E05449,株式会社ケイブ,情報・通信業,2011101006189
E05450,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ株式会社,サービス業,7010001047124
E05452,株式会社ＳＤＳホールディングス,建設業,2010401082989
E05453,株式会社アエリア,情報・通信業,6010401048805
E05456,株式会社ぐるなび,サービス業,1010001034565
E05457,株式会社フィスコ,情報・通信業,5120101048252
E05458,ウェルネット株式会社,サービス業,5010001125807
E05460,株式会社ディー・エヌ・エー,サービス業,4011001032721
E05462,ＮＥＣキャピタルソリューション株式会社,その他金融業,8010401021784
E05463,テクマトリックス株式会社,情報・通信業,4010401058467
E05466,株式会社プロシップ,情報・通信業,1010001073852
E05467,株式会社ワールドホールディングス,サービス業,4290801004051
E05469,システムズ・デザイン株式会社,情報・通信業,7011301012643
E05470,株式会社エフオン,電気・ガス業,9010001028064
E05471,リスクモンスター株式会社,情報・通信業,5010001075531
E05474,ガンホー・オンライン・エンターテイメント株式会社,情報・通信業,8010001082839
E05476,ＧＭＯペイメントゲートウェイ株式会社,情報・通信業,6011001005411
E05477,共同ピーアール株式会社,サービス業,4010001041427
E05478,株式会社シダー,サービス業,3290801004110
E05480,株式会社インターネットイニシアティブ,情報・通信業,6010001011147
E05481,ＲｅＹｕｕ　Ｊａｐａｎ株式会社,情報・通信業,2120001072917
E05483,株式会社アスカネット,サービス業,7240001000407
E05485,株式会社ソフトクリエイトホールディングス,情報・通信業,8011001012950
E05487,株式会社システムリサーチ,情報・通信業,8180001030616
E05492,フィンテック　グローバル株式会社,その他金融業,7010401025761
E05493,株式会社タカミヤ,サービス業,5120001102126
E05494,株式会社ブロードバンドタワー,情報・通信業,6010401059802
E05496,株式会社アドバンスト・メディア,情報・通信業,5013301017946
E05497,株式会社ガイアックス,情報・通信業,1010701022159
E05498,株式会社プラップジャパン,サービス業,7010401097578
E05504,株式会社クロップス,情報・通信業,6180001029354
E05505,サンネクスタグループ株式会社,不動産業,9011101027286
E05510,株式会社環境フレンドリーホールディングス,情報・通信業,9010501033506
E05512,株式会社アイフィスジャパン,その他製品,9010001009543
E05514,株式会社オールアバウト,サービス業,7011001034665
E05516,株式会社システム　ディ,情報・通信業,8130001021041
E05517,株式会社クリエイト・レストランツ・ホールディングス,小売業,9010701025939
E05518,さくらインターネット株式会社,情報・通信業,3120001079845
E05521,ＵＬＳグループ株式会社,情報・通信業,9010001075445
E05524,株式会社ＡｏｂａーＢＢＴ,サービス業,9010001027297
E05527,アウンコンサルティング株式会社,サービス業,4010001078254
E05528,株式会社フォーバル・リアルストレート,情報・通信業,6011001061470
E05533,株式会社ファンコミュニケーションズ,サービス業,7011001035606
E05536,ライク株式会社,サービス業,5120001111993
E05539,スターティアホールディングス株式会社,卸売業,6011101036075
E05543,ジェイ・エスコムホールディングス株式会社,情報・通信業,4010401059201
E05544,株式会社ＶＬＣセキュリティ,サービス業,5010001067297
E05545,ＧＭＯグローバルサイン・ホールディングス株式会社,情報・通信業,7011001037734
E05550,ヒビノ株式会社,サービス業,8010401025232
E05551,株式会社いい生活,情報・通信業,9010401039891
E05552,株式会社ドリコム,情報・通信業,1011101050337
E05553,キーウェアソリューションズ株式会社,情報・通信業,5011101033882
E05555,株式会社エスプール,サービス業,8010001072939
E05556,株式会社サンマルクホールディングス,小売業,4260001004499
E05560,ＷＤＢホールディングス株式会社,サービス業,5140001062244
E05561,株式会社ユニリタ,情報・通信業,2010401034593
E05562,ユナイテッド株式会社,サービス業,6010401094782
E05563,株式会社ラクーンホールディングス,卸売業,8010001076972
E05564,手間いらず株式会社,サービス業,6011001044649
E05569,株式会社ジェイテック,サービス業,9010001065586
E05570,株式会社エヌジェイホールディングス,情報・通信業,3010001067118
E05573,イメージ情報開発株式会社,情報・通信業,7010001141249
E05575,システム・ロケーション株式会社,サービス業,7013201018258
E05576,株式会社タウンニュース社,サービス業,4021001022663
E05578,株式会社エコミック,情報・通信業,1430001023947
E05579,株式会社翻訳センター,サービス業,1120001089458
E05584,株式会社出前館,情報・通信業,3120001089729
E05585,株式会社ティア,サービス業,6180001045104
E05587,株式会社オーケーウェブ,情報・通信業,2011001041781
E05592,株式会社ソリトンシステムズ,情報・通信業,3011101011691
E05593,ＪＴＰ株式会社,サービス業,6010701025248
E05597,株式会社ビューティカダンホールディングス,卸売業,9010601040352
E05599,株式会社アドウェイズ,サービス業,7011101041652
E05601,サイバーステップ株式会社,情報・通信業,6011001049177
E05606,株式会社セキュアヴェイル,情報・通信業,3120001099513
E05607,ファーストブラザーズ株式会社,不動産業,1010001086441
E05609,株式会社インフォマート,サービス業,2010401041383
E05611,イーサポートリンク株式会社,サービス業,2013301018864
E05617,株式会社ＭＩＸＩ,サービス業,1011001035512
E05621,クルーズ株式会社,情報・通信業,3010401083482
E05622,株式会社メディア工房,情報・通信業,6010401040811
E05623,株式会社インタースペース,サービス業,8011101028715
E05624,株式会社ＬＩＦＵＬＬ,サービス業,1010401091628
E05625,株式会社ジェイエイシーリクルートメント,サービス業,1010001019483
E05627,株式会社ハイパー,卸売業,6010001026475
E05629,株式会社日本Ｍ＆Ａセンターホールディングス,サービス業,6010001033744
E05630,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ株式会社,情報・通信業,7013201013779
E05631,日本和装ホールディングス株式会社,サービス業,5010001111724
E05635,株式会社大和コンピューター,情報・通信業,1120901011371
E05640,株式会社ＳＲＡホールディングス,情報・通信業,2013301022429
E05641,メディアファイブ株式会社,情報・通信業,1290001018160
E05643,株式会社システムインテグレータ,情報・通信業,7030001003876
E05645,株式会社リミックスポイント,情報・通信業,3010001110827
E05646,株式会社オリエンタルコンサルタンツホールディングス,サービス業,5011001048948
E05647,ソースネクスト株式会社,情報・通信業,3010401051654
E05651,株式会社イントランス,不動産業,5011001030534
